Date,SiteID,UptimeMinutes,DowntimeMinutes,AvgUtilisationMbps,PeakUtilisationMbps
2025-02-19,S4,1440,0,77.1,148.3
2025-02-19,S5,1440,0,90.9,171.3
2025-02-19,S6,1295,145,41.2,73.9
2025-02-20,S1,1440,0,392.4,535.4
2025-02-20,S2,1440,0,242.2,446.9
2025-02-20,S3,1440,0,135.3,249.1
2025-02-20,S4,1440,0,80.2,130.2
2025-02-20,S5,1440,0,78.3,134.2
2025-02-20,S6,1440,0,58.4,90.6
2025-02-21,S1,1440,0,340.1,676.9
2025-02-21,S2,1440,0,174.4,344.9
2025-02-21,S3,1440,0,156.8,294.7
2025-02-21,S4,1219,221,93.8,170
2025-02-21,S5,1440,0,95.4,165
2025-02-21,S6,1440,0,64.9,116.7
2025-02-22,S1,1440,0,223.3,411.9
2025-02-22,S2,1440,0,80,157.8
2025-02-22,S3,1440,0,84.2,137.4
2025-02-22,S4,1440,0,36.6,65.4
2025-02-22,S5,1440,0,17.6,32.5
2025-02-22,S6,1440,0,24.3,43.6
2025-02-23,S1,1440,0,112.7,235.7
2025-02-23,S2,1440,0,92.3,168.7
2025-02-23,S3,1440,0,36.1,58.5
2025-02-23,S4,1440,0,42.4,86
2025-02-23,S5,1440,0,36.2,63.5
2025-02-23,S6,1440,0,24.8,51.6
2025-02-24,S1,1440,0,423.5,801.6
2025-02-24,S2,1440,0,185.3,355.8
2025-02-24,S3,1440,0,100.1,177.2
2025-02-24,S4,1440,0,88.9,169
2025-02-24,S5,1342,98,75.3,107
2025-02-24,S6,1440,0,57.7,96.8
2025-02-25,S1,1440,0,400.1,733.4
2025-02-25,S2,1440,0,212.6,379
2025-02-25,S3,1440,0,108.8,238.4
2025-02-25,S4,1440,0,106.9,197.6
2025-02-25,S5,1440,0,85.7,151.5
2025-02-25,S6,1440,0,58.4,96.6
2025-02-26,S1,1440,0,391.9,655.2
2025-02-26,S2,1440,0,268.8,500
2025-02-26,S3,1440,0,146,232.9
2025-02-26,S4,1440,0,92.8,153.1
2025-02-26,S5,1440,0,137.7,220
2025-02-26,S6,1440,0,63.5,115.8
2025-02-27,S1,1440,0,306.1,613.9
2025-02-27,S2,1440,0,195.2,329.2
2025-02-27,S3,1440,0,148.2,250.4
2025-02-27,S4,1440,0,48.7,88.7
2025-02-27,S5,1440,0,92.9,138.8
2025-02-27,S6,1440,0,62.3,117
2025-02-28,S1,1440,0,282.7,541.2
2025-02-28,S2,1440,0,203.3,416.5
2025-02-28,S3,1440,0,146.5,236.3
2025-02-28,S4,1440,0,76.1,125.7
2025-02-28,S5,1440,0,81.1,147.5
2025-02-28,S6,1440,0,52.6,108.6
2025-03-01,S1,1440,0,183.4,320.8
2025-03-01,S2,1440,0,80.1,158.6
2025-03-01,S3,1440,0,64.6,110.3
2025-03-01,S4,1440,0,30.2,54.3
2025-03-01,S5,1440,0,42.6,88
2025-03-01,S6,1440,0,37.2,56.4
2025-03-02,S1,1440,0,224.5,397.9
2025-03-02,S2,1440,0,40,70.2
2025-03-02,S3,1440,0,24,42.2
2025-03-02,S4,1440,0,33.4,56.3
2025-03-02,S5,1440,0,45.9,86.9
2025-03-02,S6,1440,0,38,70.4
2025-03-03,S1,1440,0,457.1,657.7
2025-03-03,S2,1440,0,212,412.6
2025-03-03,S3,1440,0,129.2,236.6
2025-03-03,S4,1440,0,90.9,169.6
2025-03-03,S5,1440,0,93.5,169.4
2025-03-03,S6,1145,295,62.4,129.5
2025-03-04,S1,1440,0,406.4,726.1
2025-03-04,S2,1440,0,269.4,500
2025-03-04,S3,1440,0,116.2,172.4
2025-03-04,S4,1440,0,86.2,171.5
2025-03-04,S5,1440,0,96.1,146.7
2025-03-04,S6,1440,0,58.5,108.5
2025-03-05,S1,1440,0,273.1,532.2
2025-03-05,S2,1440,0,222.4,375.5
2025-03-05,S3,1440,0,94.5,208.2
2025-03-05,S4,1440,0,73,162.6
2025-03-05,S5,1440,0,108.6,174
2025-03-05,S6,1440,0,73.1,149.9
2025-03-06,S1,1440,0,405.5,749.1
2025-03-06,S2,1440,0,242.9,484
2025-03-06,S3,1440,0,164.4,204.5
2025-03-06,S4,1440,0,91.3,198.2
2025-03-06,S5,1440,0,89.2,146.9
2025-03-06,S6,1440,0,87,122.9
2025-03-07,S1,1440,0,478.5,701.1
2025-03-07,S2,1440,0,220.4,393.8
2025-03-07,S3,1440,0,122.9,177.2
2025-03-07,S4,1440,0,82.6,152.2
2025-03-07,S5,1440,0,103.3,216.1
2025-03-07,S6,1440,0,62.5,104.6
2025-03-08,S1,1440,0,142.7,206
2025-03-08,S2,1440,0,120.5,254.1
2025-03-08,S3,1440,0,80.6,167.2
2025-03-08,S4,1440,0,16,28.8
2025-03-08,S5,1440,0,26.7,50.3
2025-03-08,S6,1440,0,12,20.6
2025-03-09,S1,1440,0,176.8,332.6
2025-03-09,S2,1440,0,49,85.7
2025-03-09,S3,1440,0,51,101
2025-03-09,S4,1440,0,30.2,49.9
2025-03-09,S5,1440,0,24.8,46.1
2025-03-09,S6,1440,0,46.8,88.2
2025-03-10,S1,1440,0,316.6,651.8
2025-03-10,S2,1440,0,257.3,500
2025-03-10,S3,1440,0,128.5,202.1
2025-03-10,S4,1440,0,77.6,114
2025-03-10,S5,1440,0,97.3,176.5
2025-03-10,S6,1440,0,54,102
2025-03-11,S1,1440,0,474.7,826.1
2025-03-11,S2,1440,0,241.2,414.5
2025-03-11,S3,1440,0,100.6,166
2025-03-11,S4,1440,0,96.6,168.6
2025-03-11,S5,1440,0,68.4,123.9
2025-03-11,S6,1440,0,67.4,112.2
2025-03-12,S1,1440,0,460.6,777.5
2025-03-12,S2,1440,0,279.5,499.6
2025-03-12,S3,1440,0,140.8,286.9
2025-03-12,S4,1440,0,73.6,141.5
2025-03-12,S5,1440,0,126.7,195.7
2025-03-12,S6,1440,0,50.6,96.2
2025-03-13,S1,1440,0,417.9,839.3
2025-03-13,S2,1440,0,208.4,377.7
2025-03-13,S3,1440,0,117.3,229.9
2025-03-13,S4,1440,0,81.1,137.7
2025-03-13,S5,1440,0,67.4,135.9
2025-03-13,S6,1440,0,75.5,150
2025-03-14,S1,1440,0,489.5,1000
2025-03-14,S2,1440,0,250.7,500
2025-03-14,S3,1440,0,107.6,189.1
2025-03-14,S4,1440,0,109.1,200
2025-03-14,S5,1440,0,117.7,178.2
2025-03-14,S6,1440,0,67.8,117.6
2025-03-15,S1,1440,0,182.8,290.9
2025-03-15,S2,1440,0,113.8,187.3
2025-03-15,S3,1440,0,62,85.3
2025-03-15,S4,1440,0,50.1,91.7
2025-03-15,S5,1440,0,46.7,76.5
2025-03-15,S6,1440,0,23,45.5
2025-03-16,S1,1440,0,100.4,202.2
2025-03-16,S2,1440,0,118.4,197.5
2025-03-16,S3,1440,0,38.4,63
2025-03-16,S4,1440,0,36.1,85.3
2025-03-16,S5,1440,0,51,97.9
2025-03-16,S6,1440,0,26.5,49.1
2025-03-17,S1,1440,0,374.2,851.7
2025-03-17,S2,1440,0,204.2,322.4
2025-03-17,S3,1440,0,101.5,189.2
2025-03-17,S4,1440,0,96.7,179
2025-03-17,S5,1440,0,81.8,162.2
2025-03-17,S6,1440,0,75.2,134
2025-03-18,S1,1440,0,543.3,1000
2025-03-18,S2,1440,0,258.3,470.5
2025-03-18,S3,1440,0,139.5,223.5
2025-03-18,S4,1440,0,109,176
2025-03-18,S5,1440,0,91.7,160.7
2025-03-18,S6,1440,0,70.9,123.5
2025-03-19,S1,1440,0,460.2,766.7
2025-03-19,S2,1440,0,222.8,417.7
2025-03-19,S3,1440,0,124,238.7
2025-03-19,S4,1440,0,76.1,115.8
2025-03-19,S5,1440,0,101.7,197
2025-03-19,S6,1440,0,62.1,138.6
2025-03-20,S1,1440,0,417.1,806.9
2025-03-20,S2,1440,0,256.2,500
2025-03-20,S3,1440,0,137.9,215.9
2025-03-20,S4,1440,0,76,141.6
2025-03-20,S5,1440,0,87.7,166.6
2025-03-20,S6,1440,0,66.2,103.6
2025-03-21,S1,1440,0,438.9,1000
2025-03-21,S2,1440,0,210.3,317.6
2025-03-21,S3,1440,0,128.9,271.6
2025-03-21,S4,1440,0,95.1,186.8
2025-03-21,S5,1440,0,116.7,219.1
2025-03-21,S6,1440,0,71.7,119.6
2025-03-22,S1,1440,0,288.9,617.6
2025-03-22,S2,1440,0,124.8,259
2025-03-22,S3,1440,0,43.3,64.5
2025-03-22,S4,1440,0,16,32.4
2025-03-22,S5,1440,0,36.3,50.9
2025-03-22,S6,1440,0,23.2,45
2025-03-23,S1,1440,0,312.5,593.6
2025-03-23,S2,1440,0,105.9,197.3
2025-03-23,S3,1440,0,43.4,76.9
2025-03-23,S4,1440,0,49.8,78
2025-03-23,S5,1440,0,49.1,98
2025-03-23,S6,1440,0,19.8,32.1
2025-03-24,S1,1440,0,350.7,580.1
2025-03-24,S2,1440,0,187,357.2
2025-03-24,S3,1440,0,162.8,300
2025-03-24,S4,1440,0,94.2,165.6
2025-03-24,S5,1440,0,93.4,174.1
2025-03-24,S6,1440,0,83.9,149.5
2025-03-25,S1,1440,0,491.1,917.2
2025-03-25,S2,1440,0,300.3,500
2025-03-25,S3,1440,0,143.7,280.9
2025-03-25,S4,1440,0,83.4,125.5
2025-03-25,S5,1440,0,103.8,164.6
2025-03-25,S6,1440,0,81.8,146.6
2025-03-26,S1,1440,0,421.6,790.9
2025-03-26,S2,1440,0,263,365.8
2025-03-26,S3,1440,0,95.7,167.5
2025-03-26,S4,1440,0,91.8,173.4
2025-03-26,S5,1440,0,90.8,208
2025-03-26,S6,1440,0,50.3,78.3
2025-03-27,S1,1440,0,527.6,1000
2025-03-27,S2,1440,0,163.8,254.6
2025-03-27,S3,1440,0,157,300
2025-03-27,S4,1440,0,89.2,145.5
2025-03-27,S5,1440,0,94,191.4
2025-03-27,S6,1440,0,59.5,109.4
2025-03-28,S1,1440,0,523.2,1000
2025-03-28,S2,1440,0,185.7,395.1
2025-03-28,S3,1440,0,128.8,217
2025-03-28,S4,1440,0,91.7,170.7
2025-03-28,S5,1440,0,92,167.1
2025-03-28,S6,1320,120,49.6,109.8
2025-03-29,S1,1440,0,92,174.7
2025-03-29,S2,1440,0,62.7,121.3
2025-03-29,S3,1440,0,48,85.7
2025-03-29,S4,1440,0,31.6,49.1
2025-03-29,S5,1440,0,30.1,48.3
2025-03-29,S6,1440,0,27.5,46.9
2025-03-30,S1,1440,0,108.5,212.1
2025-03-30,S2,1440,0,111.1,216.7
2025-03-30,S3,1440,0,46.5,96.9
2025-03-30,S4,1440,0,44.4,72.5
2025-03-30,S5,1368,72,25.8,58.8
2025-03-30,S6,1440,0,35.6,54.7
2025-03-31,S1,1440,0,264.3,556.6
2025-03-31,S2,1440,0,223.1,373.1
2025-03-31,S3,1440,0,123.6,230.8
2025-03-31,S4,1440,0,80.9,158.5
2025-03-31,S5,1440,0,94.8,194.9
2025-03-31,S6,1440,0,50.8,99.2
2025-04-01,S1,1440,0,439.5,693.1
2025-04-01,S2,1440,0,220.1,397.5
2025-04-01,S3,1440,0,121.3,205.7
2025-04-01,S4,1440,0,85.1,143.4
2025-04-01,S5,1440,0,83.6,141.1
2025-04-01,S6,1440,0,76.8,150
2025-04-02,S1,1440,0,589.6,939.1
2025-04-02,S2,1440,0,264.3,500
2025-04-02,S3,1440,0,118.8,209.2
2025-04-02,S4,1440,0,105.3,172.2
2025-04-02,S5,1440,0,108.2,220
2025-04-02,S6,1440,0,53.6,94.5
2025-04-03,S1,1440,0,492.1,1000
2025-04-03,S2,1440,0,244.2,413.1
2025-04-03,S3,1440,0,143.2,300
2025-04-03,S4,1440,0,63.1,115.6
2025-04-03,S5,1440,0,112.3,192.8
2025-04-03,S6,1399,41,86.8,128.6
2025-04-04,S1,1440,0,421.5,864.4
2025-04-04,S2,1440,0,165.1,299.1
2025-04-04,S3,1440,0,139,260.9
2025-04-04,S4,1440,0,82.9,127.7
2025-04-04,S5,1440,0,87.9,143.1
2025-04-04,S6,1440,0,59,75
2025-04-05,S1,1440,0,200,411.9
2025-04-05,S2,1440,0,65.5,112
2025-04-05,S3,1440,0,46.2,98.2
2025-04-05,S4,1440,0,16,35.9
2025-04-05,S5,1440,0,50.3,82
2025-04-05,S6,1440,0,49.4,91.7
2025-04-06,S1,1440,0,215.6,432.6
2025-04-06,S2,1440,0,92.2,167.1
2025-04-06,S3,1440,0,48.8,73.4
2025-04-06,S4,1440,0,53.2,108.9
2025-04-06,S5,1440,0,17.6,30.1
2025-04-06,S6,1440,0,25.3,43.1
2025-04-07,S1,1440,0,317.9,481.9
2025-04-07,S2,1440,0,212.9,360.7
2025-04-07,S3,1440,0,128.5,241.7
2025-04-07,S4,1440,0,81.8,143.8
2025-04-07,S5,1440,0,120.5,189.5
2025-04-07,S6,1440,0,74.2,147.1
2025-04-08,S1,1440,0,536.7,972.3
2025-04-08,S2,1440,0,152.5,259.5
2025-04-08,S3,1440,0,134,260.3
2025-04-08,S4,1440,0,100.3,184
2025-04-08,S5,1440,0,111,213.5
2025-04-08,S6,1440,0,52.6,94.5
2025-04-09,S1,1440,0,486.8,1000
2025-04-09,S2,1440,0,206.3,342.2
2025-04-09,S3,1440,0,146.7,251.3
2025-04-09,S4,1299,141,91.9,177.9
2025-04-09,S5,1440,0,82.6,153.7
2025-04-09,S6,1440,0,61.8,105.4
2025-04-10,S1,1440,0,402.5,701.7
2025-04-10,S2,1440,0,270.4,473
2025-04-10,S3,1440,0,131.1,247.2
2025-04-10,S4,1440,0,110.5,200
2025-04-10,S5,1440,0,101.7,182
2025-04-10,S6,1374,66,56.5,123.8
2025-04-11,S1,1440,0,411.8,685
2025-04-11,S2,1440,0,235.3,427.3
2025-04-11,S3,1440,0,133.6,256.9
2025-04-11,S4,1390,50,70.2,132.8
2025-04-11,S5,1411,29,102.7,193
2025-04-11,S6,1440,0,56.4,84.4
2025-04-12,S1,1440,0,227.9,430
2025-04-12,S2,1440,0,79.6,110.7
2025-04-12,S3,1440,0,69.1,129
2025-04-12,S4,1440,0,21.2,39
2025-04-12,S5,1440,0,34.1,54
2025-04-12,S6,1440,0,17.2,36
2025-04-13,S1,1440,0,170.1,261.4
2025-04-13,S2,1440,0,46.4,90.4
2025-04-13,S3,1440,0,92.8,165.8
2025-04-13,S4,1440,0,19,31.5
2025-04-13,S5,1440,0,36.3,69.3
2025-04-13,S6,1440,0,27.7,45.5
